id,name,constellation,coord,glon,glat,gal_coord,Vmag,n_Vmag,u_Vmag,spectral_type,spectral_type_full,n_spectral_type,RI,n_RI,BV,u_BV,UB,u_UB,RadVel,RotVel,Parallax,n_Parallax,g_coord_l_rad,g_coord_b_rad,coord_ra_deg,coord_dec_deg
6195, 37    Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.16125, 4.21972222)>",20.82,30.87,"<SkyCoord (Galactic): (l, b) in deg
    (20.82, 30.87)>",5.77, , ,A,A1V, ,, ,-0.02, ,-0.03, ,-34.0,140.0,0.001, ,0.3633775502652194,0.5387831400906495,250.16125000000002,4.219722222222222
6196,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.39333333, -17.74222222)>",0.82,18.43,"<SkyCoord (Galactic): (l, b) in deg
    (0.82, 18.43)>",4.96, , ,G,G7.5IICN1Ba0.4, ,0.6, ,1.11, ,0.87, ,-25.0,19.0,0.047, ,0.014311699866353502,0.3216641811425549,250.3933333333333,-17.742222222222225
6197,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.76416667, -46.07055556)>",338.93,-0.02,"<SkyCoord (Galactic): (l, b) in deg
    (338.93, -0.02)>",6.23, , ,F,F5Iab, ,, ,0.85, ,0.59, ,-16.0,,, ,-0.3677408733952051,-0.00034906585039886593,250.76416666666663,-46.07055555555556
6198,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (249.22916667, 63.07277778)>",93.89,39.03,"<SkyCoord (Galactic): (l, b) in deg
    (93.89, 39.03)>",6.16, , ,K,K5, ,, ,1.53, ,, ,-42.0,,, ,1.638689634697476,0.6812020070533868,249.22916666666669,63.07277777777778
6199,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (249.50166667, 56.01555556)>",84.94,40.67,"<SkyCoord (Galactic): (l, b) in deg
    (84.94, 40.67)>",5.29, , ,K,K1III, ,0.52, ,1.08, ,0.9, ,-19.0,17.0,0.015, ,1.4824826666439834,0.7098254067860938,249.5016666666666,56.01555555555556
6200, 42    Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (249.68708333, 48.92833333)>",75.61,41.58,"<SkyCoord (Galactic): (l, b) in deg
    (75.61, 41.58)>",4.9, , ,M,M2.5IIIab, ,0.9,E,1.55, ,1.76, ,-55.0,,0.017, ,1.3196434474329126,0.7257079029792421,249.68708333333328,48.92833333333333
6201,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.29791667, -1.00055556)>",15.73,28.1,"<SkyCoord (Galactic): (l, b) in deg
    (15.73, 28.1)>",6.24, , ,A,A7III, ,0.18, ,0.3, ,0.07, ,-12.0,64.0,, ,0.27454029133870805,0.4904375198104066,250.29791666666662,-1.0005555555555556
6202,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.47375, -19.92444444)>",359.06,17.02,"<SkyCoord (Galactic): (l, b) in deg
    (359.06, 17.02)>",5.57, , ,F,F4IV-III, ,, ,0.43, ,, ,5.0,,, ,-0.01640609496874666,0.2970550386894349,250.47375,-19.924444444444447
6203,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.21416667, 12.395)>",29.51,34.53,"<SkyCoord (Galactic): (l, b) in deg
    (29.51, 34.53)>",6.08, , ,A,A3Vn, ,, ,0.05, ,0.03, ,-32.0,230.0,, ,0.5150466622635267,0.602662190713642,250.21416666666667,12.395
6204,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.66666667, -67.10972222)>",322.98,-13.93,"<SkyCoord (Galactic): (l, b) in deg
    (322.98, -13.93)>",5.13, , ,A,ApSi, ,, ,-0.08, ,-0.45, ,-2.0,56.0,0.005, ,-0.6461208890883005,-0.2431243648028101,251.66666666666666,-67.10972222222222
6205, 14    Oph,Oph,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.42708333, 1.18111111)>",17.93,29.12,"<SkyCoord (Galactic): (l, b) in deg
    (17.93, 29.12)>",5.74, , ,F,F2-4III-IV, ,, ,0.32, ,0.07, ,-45.0,67.0,0.03, ,0.3129375348825833,0.5082398781807488,250.4270833333333,1.1811111111111112
6206,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.93958333, -41.11888889)>",342.75,3.13,"<SkyCoord (Galactic): (l, b) in deg
    (342.75, 3.13)>",6.2, , ,A,A4V, ,, ,0.14, ,0.17, ,-26.0,,, ,-0.3010692959690218,0.054628805587422516,250.9395833333333,-41.11888888888889
6207,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.16583333, -53.1525)>",333.74,-4.85,"<SkyCoord (Galactic): (l, b) in deg
    (333.74, -4.85)>",5.96, , ,G,G8III, ,, ,1.26, ,, ,-2.0,,, ,-0.4583234615737108,-0.08464846872172498,251.1658333333333,-53.152499999999996
6208,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.2525, 24.85861111)>",44.12,38.82,"<SkyCoord (Galactic): (l, b) in deg
    (44.12, 38.82)>",6.06, , ,K,K2, ,, ,1.31, ,, ,-68.0,,, ,0.7700392659798981,0.6775368156241988,250.25249999999994,24.858611111111113
6209,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.97458333, -41.11305556)>",342.77,3.12,"<SkyCoord (Galactic): (l, b) in deg
    (342.77, 3.12)>",6.12, , ,B,B6-7V, ,, ,-0.07, ,-0.52, ,-2.0,,, ,-0.3007202301186233,0.05445427266222309,250.9745833333333,-41.113055555555555
6210,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.94833333, -38.15666667)>",345.01,5.06,"<SkyCoord (Galactic): (l, b) in deg
    (345.01, 5.06)>",6.05, , ,B,B9II-III, ,, ,-0.06, ,, ,7.0,,, ,-0.26162485487395015,0.08831366015091306,250.94833333333327,-38.156666666666666
6211,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.91125, -32.10611111)>",349.63,9.01,"<SkyCoord (Galactic): (l, b) in deg
    (349.63, 9.01)>",6.46, , ,B,B8V, ,, ,-0.08, ,, ,-3.0,,, ,-0.18099064343181206,0.15725416560468908,250.91124999999997,-32.10611111111111
6212, 40Zet Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.32166667, 31.60305556)>",52.66,40.28,"<SkyCoord (Galactic): (l, b) in deg
    (52.66, 40.28)>",2.81, , ,G,G0IV, ,0.32, ,0.65, ,0.21, ,-70.0,10.0,0.102, ,0.9190903841002139,0.7030186227033159,250.32166666666666,31.603055555555557
6213, 39    Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.40291667, 26.91694444)>",46.72,39.22,"<SkyCoord (Galactic): (l, b) in deg
    (46.72, 39.22)>",5.92, , ,F,F2III, ,, ,0.4, ,-0.07, ,-12.0,,, ,0.8154178265317508,0.684518132632176,250.40291666666664,26.916944444444447
6214,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.1775, -40.83972222)>",343.08,3.18,"<SkyCoord (Galactic): (l, b) in deg
    (343.08, 3.18)>",5.71, , ,B,B3V, ,, ,-0.12, ,-0.63, ,12.0,,, ,-0.29530970943744084,0.05550147021341968,251.17749999999995,-40.83972222222222
6215,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.58833333, -58.50361111)>",329.77,-8.48,"<SkyCoord (Galactic): (l, b) in deg
    (329.77, -8.48)>",5.74, , ,B,B2IV-V, ,, ,-0.09, ,, ,-16.0,219.0,, ,-0.5276130328778862,-0.14800392056911915,251.5883333333333,-58.50361111111111
6216,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.07208333, -27.45611111)>",353.35,11.87,"<SkyCoord (Galactic): (l, b) in deg
    (353.35, 11.87)>",6.58, , ,A,A2V, ,, ,0.1, ,, ,-26.0,,0.012,D,-0.11606439525762252,0.2071705822117269,251.07208333333332,-27.45611111111111
6217,   Alp TrA,TrA,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.16625, -69.02777778)>",321.54,-15.26,"<SkyCoord (Galactic): (l, b) in deg
    (321.54, -15.26)>",1.92, , ,K,K2IIb-IIIa, ,, ,1.44, ,1.56, ,-3.0,,0.031, ,-0.6712536303170188,-0.26633724385433466,252.16624999999996,-69.02777777777777
6218,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.25083333, -28.50972222)>",352.63,11.08,"<SkyCoord (Galactic): (l, b) in deg
    (352.63, 11.08)>",6.02, , ,A,A3IV, ,, ,0.09, ,, ,-55.0,,, ,-0.12863076587198216,0.19338248112097173,251.2508333333333,-28.509722222222223
6219,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.83125, -58.34138889)>",329.98,-8.47,"<SkyCoord (Galactic): (l, b) in deg
    (329.98, -8.47)>",5.58, , ,B,B0.5Ia, ,, ,-0.08, ,-1.0, ,-53.0,128.0,, ,-0.5239478414486974,-0.14782938764391973,251.83124999999998,-58.34138888888889
6220, 44Eta Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.72416667, 38.92222222)>",62.28,40.9,"<SkyCoord (Galactic): (l, b) in deg
    (62.28, 40.9)>",3.53, , ,G,G7.5IIIbFe-1, ,0.48, ,0.92, ,0.6, ,8.0,8.0,0.034, ,1.0869910581420685,0.7138396640656808,250.72416666666663,38.92222222222222
6221,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.69916667, -39.37722222)>",344.46,3.82,"<SkyCoord (Galactic): (l, b) in deg
    (344.46, 3.82)>",5.48, , ,K,K0III, ,, ,0.98, ,, ,-9.0,,, ,-0.27122416575991914,0.06667157742618339,251.6991666666666,-39.37722222222222
6222,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.96541667, 34.03888889)>",55.92,40.16,"<SkyCoord (Galactic): (l, b) in deg
    (55.92, 40.16)>",5.99, , ,F,F2-3III-IV, ,, ,0.29, ,0.06, ,-10.0,,, ,0.9759881177152291,0.7009242276009227,250.9654166666666,34.038888888888884
6223, 18    Dra,Dra,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.22958333, 64.58916667)>",95.57,38.16,"<SkyCoord (Galactic): (l, b) in deg
    (95.57, 38.16)>",4.83, , ,K,K0III*, ,0.61, ,1.22, ,1.26, ,0.0,19.0,0.009, ,1.6680111661309807,0.6660176425610361,250.22958333333335,64.58916666666666
6224, 16    Oph,Oph,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.37375, 1.02027778)>",18.32,28.22,"<SkyCoord (Galactic): (l, b) in deg
    (18.32, 28.22)>",6.03, , ,B,B9.5III, ,, ,-0.02, ,-0.14, ,-13.0,100.0,, ,0.31974431896536115,0.4925319149127998,251.37374999999997,1.0202777777777776
6225, 25    Sco,Sco,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.71375, -25.52861111)>",355.26,12.64,"<SkyCoord (Galactic): (l, b) in deg
    (355.26, 12.64)>",6.71, , ,G,gG6, ,, ,1.18, ,, ,2.0,,, ,-0.08272860654453137,0.22060961745208327,251.71374999999998,-25.52861111111111
6226,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.74333333, 55.69027778)>",84.35,40.04,"<SkyCoord (Galactic): (l, b) in deg
    (84.35, 40.04)>",6.16, , ,A,A2VpSr, ,, ,0.07, ,0.11, ,-45.0,110.0,, ,1.4721852240572169,0.6988298324985296,250.74333333333328,55.69027777777777
6227,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.34375, 15.74527778)>",33.78,34.86,"<SkyCoord (Galactic): (l, b) in deg
    (33.78, 34.86)>",5.56, , ,M,M3IIIab, ,, ,1.66, ,, ,-19.0,,0.023, ,0.5895722213236846,0.6084217772452233,251.34375,15.745277777777776
6228, 43    Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.45791667, 8.5825)>",26.03,31.77,"<SkyCoord (Galactic): (l, b) in deg
    (26.03, 31.77)>",5.15, , ,K,K5III, ,0.9, ,1.53, ,1.94, ,-21.0,17.0,0.01, ,0.454309204294124,0.5544911033585985,251.45791666666665,8.5825
6229,   Eta Ara,Ara,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.44625, -59.04138889)>",329.64,-9.16,"<SkyCoord (Galactic): (l, b) in deg
    (329.64, -9.16)>",3.76, , ,K,K5III, ,, ,1.57, ,1.94, ,9.0,,0.025, ,-0.5298819609054787,-0.15987215948268058,252.44625,-59.04138888888889
6230,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.29875, 43.21722222)>",67.98,40.67,"<SkyCoord (Galactic): (l, b) in deg
    (67.98, 40.67)>",6.05, , ,K,K4III, ,, ,1.4, ,, ,-13.0,,, ,1.1864748255057453,0.7098254067860938,251.29874999999998,43.217222222222226
6231,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.0725, -67.68194444)>",322.86,-14.71,"<SkyCoord (Galactic): (l, b) in deg
    (322.86, -14.71)>",6.32, , ,K,K2III, ,, ,1.28, ,1.51, ,8.0,,, ,-0.6482152841906937,-0.2567379329683659,253.0725,-67.68194444444445
6232, 19    Oph,Oph,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.79083333, 2.06444444)>",19.58,28.39,"<SkyCoord (Galactic): (l, b) in deg
    (19.58, 28.39)>",6.1, , ,A,A3V, ,, ,0.14, ,0.14, ,-6.0,,, ,0.34173546754048967,0.4954989746411902,251.79083333333332,2.0644444444444443
6233,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.97458333, -65.37555556)>",324.72,-13.28,"<SkyCoord (Galactic): (l, b) in deg
    (324.72, -13.28)>",6.13, , ,B,B8II-III, ,, ,-0.02, ,-0.28, ,-10.0,,, ,-0.615752160103599,-0.23177972466484695,252.97458333333333,-65.37555555555555
6234, 45    Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.94333333, 5.24666667)>",22.85,29.8,"<SkyCoord (Galactic): (l, b) in deg
    (22.85, 29.8)>",5.24, , ,B,B9pCr:, ,, ,-0.02, ,-0.02, ,-16.0,42.0,0.014, ,0.3988077340807043,0.5201081170943103,251.94333333333333,5.246666666666667
6235,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.1125, -14.90944444)>",4.25,18.81,"<SkyCoord (Galactic): (l, b) in deg
    (4.25, 18.81)>",6.03, , ,A,A0Vn, ,, ,0.2, ,, ,-26.0,139.0,, ,0.07417649320975901,0.3282964323001334,252.11249999999998,-14.909444444444444
6236,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.64958333, -50.04555556)>",336.71,-3.55,"<SkyCoord (Galactic): (l, b) in deg
    (336.71, -3.55)>",6.47, , ,A,A5III+F7III, ,, ,0.31, ,0.07, ,25.0,,0.008,D,-0.4064871827894797,-0.061959188445798695,252.64958333333325,-50.04555555555555
6237,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.32416667, 56.78194444)>",85.67,39.53,"<SkyCoord (Galactic): (l, b) in deg
    (85.67, 39.53)>",4.85, , ,F,F2V, ,0.21, ,0.38, ,-0.06, ,-4.0,53.0,0.046, ,1.4952235701835421,0.6899286533133585,251.32416666666663,56.78194444444444
6238,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (249.47041667, 78.91833333)>",111.93,32.79,"<SkyCoord (Galactic): (l, b) in deg
    (111.93, 32.79)>",6.32, , ,G,G9III, ,0.58, ,1.14, ,1.2, ,-20.0,,0.047, ,1.9535470317572532,0.5722934617289407,249.47041666666664,78.91833333333334
6239,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.03708333, 13.59055556)>",31.7,33.39,"<SkyCoord (Galactic): (l, b) in deg
    (31.7, 33.39)>",6.35, , ,G,G5III, ,, ,0.87, ,, ,1.0,20.0,, ,0.5532693728822025,0.5827654372409067,252.03708333333333,13.590555555555556
6240,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.36583333, -15.6675)>",3.76,18.16,"<SkyCoord (Galactic): (l, b) in deg
    (3.76, 18.16)>",6.1, , ,A,A5V, ,, ,, ,, ,-2.0,155.0,, ,0.06562437987498679,0.31695179216217023,252.3658333333333,-15.667499999999999
6241, 26Eps Sco,Sco,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.54083333, -34.29333333)>",348.82,6.56,"<SkyCoord (Galactic): (l, b) in deg
    (348.82, 6.56)>",2.29, , ,K,K2.5III, ,0.6, ,1.15, ,1.27, ,-3.0,,0.022, ,-0.19512781037296617,0.11449359893082801,252.54083333333327,-34.29333333333333
6242,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (251.8325, 42.23888889)>",66.7,40.25,"<SkyCoord (Galactic): (l, b) in deg
    (66.7, 40.25)>",5.87, , ,M,M4+III-IIIa, ,, ,1.61, ,, ,-7.0,,, ,1.1641346110802178,0.7024950239277177,251.8325,42.23888888888889
6243, 20    Oph,Oph,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.45833333, -10.78305556)>",8.04,20.93,"<SkyCoord (Galactic): (l, b) in deg
    (8.04, 20.93)>",4.65, , ,F,F7IV, ,0.25, ,0.47, ,0.07, ,-1.0,13.0,0.016, ,0.14032447186034408,0.36529741244241315,252.45833333333331,-10.783055555555556
6244,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.74916667, -37.51444444)>",346.42,4.39,"<SkyCoord (Galactic): (l, b) in deg
    (346.42, 4.39)>",6.11, , ,B,B9pSi*, ,, ,0.12, ,-0.14, ,-17.0,,0.006,D,-0.23701571242082967,0.07661995416255106,252.7491666666666,-37.51444444444444
6245,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.89041667, -41.23055556)>",343.62,1.94,"<SkyCoord (Galactic): (l, b) in deg
    (343.62, 1.94)>",5.22, , ,O,O8Iaf, ,, ,0.07, ,-0.84, ,-65.0,124.0,, ,-0.2858849314766711,0.03385938748868999,252.89041666666665,-41.230555555555554
6246,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.39416667, 13.26138889)>",31.51,32.94,"<SkyCoord (Galactic): (l, b) in deg
    (31.51, 32.94)>",5.91, , ,A,A1V, ,, ,0.03, ,-0.02, ,-23.0,74.0,0.013,D,0.5499532473034132,0.5749114556069321,252.39416666666665,13.261388888888888
6247,   Mu 1Sco,Sco,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.9675, -38.0475)>",346.12,3.91,"<SkyCoord (Galactic): (l, b) in deg
    (346.12, 3.91)>",3.08, , ,B,B1.5V+B6.5V, ,-0.19, ,-0.2, ,-0.87, ,-25.0,239.0,, ,-0.24225170017681286,0.06824237375297829,252.96750000000003,-38.0475
6248,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.59291667, -2.65388889)>",15.51,25.28,"<SkyCoord (Galactic): (l, b) in deg
    (15.51, 25.28)>",6.32, , ,F,F1III-IV, ,, ,0.42, ,-0.05, ,31.0,40.0,, ,0.2707005669843205,0.44121923490416654,252.59291666666658,-2.653888888888889
6249,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.07958333, -41.85444444)>",343.22,1.43,"<SkyCoord (Galactic): (l, b) in deg
    (343.22, 1.43)>",6.49, , ,W,WN7-A, ,0.39, ,0.23, ,-0.65, ,25.0,,, ,-0.29286624848464804,0.02495820830351891,253.07958333333332,-41.85444444444445
6250, 47    Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.58083333, 7.24777778)>",25.23,30.18,"<SkyCoord (Galactic): (l, b) in deg
    (25.23, 30.18)>",5.49, , ,A,A3m, ,0.05, ,0.1, ,0.11, ,-4.0,26.0,0.025, ,0.44034657027816937,0.5267403682518886,252.58083333333326,7.247777777777777
6251,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.50208333, -57.90944444)>",330.88,-8.89,"<SkyCoord (Galactic): (l, b) in deg
    (330.88, -8.89)>",5.94, , ,M,M1III, ,, ,1.59, ,1.92, ,-41.0,,, ,-0.5082398781807489,-0.1551597705022959,253.50208333333327,-57.909444444444446
6252,   Mu 2Sco,Sco,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.08375, -38.0175)>",346.2,3.86,"<SkyCoord (Galactic): (l, b) in deg
    (346.2, 3.86)>",3.57, , ,B,B2IV, ,-0.22, ,-0.21, ,-0.85, ,1.0,57.0,, ,-0.24085543677521767,0.06736970912698112,253.08374999999998,-38.0175
6253,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.85291667, -63.26972222)>",326.67,-12.31,"<SkyCoord (Galactic): (l, b) in deg
    (326.67, -12.31)>",6.02, , ,A,A0III, ,, ,0.05, ,, ,-9.0,,, ,-0.5817182396897098,-0.21485003092050198,253.85291666666663,-63.26972222222222
6254, 52    Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.30916667, 45.98333333)>",71.61,39.96,"<SkyCoord (Galactic): (l, b) in deg
    (71.61, 39.96)>",4.82, , ,A,A2VpSrCrEu,v,0.01, ,0.09, ,0.04, ,-1.0,31.0,0.01, ,1.2498302773531393,0.6974335690969341,252.3091666666666,45.983333333333334
6255, 21    Oph,Oph,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.85375, 1.21611111)>",19.35,27.04,"<SkyCoord (Galactic): (l, b) in deg
    (19.35, 27.04)>",5.51, , ,A,A2V s, ,, ,0.05, ,0.03, ,-26.0,59.0,0.021, ,0.3377212102609028,0.4719370297392667,252.85374999999996,1.2161111111111111
6256,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.41875, 43.43055556)>",68.28,39.86,"<SkyCoord (Galactic): (l, b) in deg
    (68.28, 39.86)>",6.13, , ,K,K0IV, ,, ,1.26, ,1.31, ,-20.0,,, ,1.1917108132617282,0.6956882398449398,252.41874999999996,43.43055555555555
6257,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.42708333, -43.05083333)>",342.46,0.48,"<SkyCoord (Galactic): (l, b) in deg
    (342.46, 0.48)>",5.96, , ,M,M3II-III, ,, ,1.73, ,, ,-12.0,,, ,-0.3061307507998058,0.008377580409572781,253.4270833333333,-43.05083333333333
6258, 50    Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.6625, 29.80666667)>",50.91,37.96,"<SkyCoord (Galactic): (l, b) in deg
    (50.91, 37.96)>",5.72, , ,M,M1IIIa, ,, ,1.6, ,1.92, ,-10.0,,, ,0.8885471221903131,0.6625269840570475,252.66249999999997,29.80666666666667
6259,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.67958333, 32.55361111)>",54.34,38.5,"<SkyCoord (Galactic): (l, b) in deg
    (54.34, 38.5)>",6.13, , ,K,K0III, ,, ,1.01, ,0.78, ,-30.0,,, ,0.9484119155337187,0.6719517620178169,252.67958333333328,32.55361111111111
6260,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.5075, -41.80638889)>",343.46,1.22,"<SkyCoord (Galactic): (l, b) in deg
    (343.46, 1.22)>",5.45, , ,B,B0.5Ia, ,, ,0.19, ,-0.72, ,-6.0,99.0,, ,-0.28867745827986246,0.02129301687433082,253.50749999999994,-41.80638888888888
6261,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.495, -41.99472222)>",343.31,1.1,"<SkyCoord (Galactic): (l, b) in deg
    (343.31, 1.1)>",6.32, , ,B,B1Ia,e,, ,0.5, ,-0.45, ,-36.0,,, ,-0.2912954521578536,0.019198621771937627,253.49499999999995,-41.99472222222222
6262,   Zet1Sco,Sco,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.49875, -42.36222222)>",343.03,0.87,"<SkyCoord (Galactic): (l, b) in deg
    (343.03, 0.87)>",4.73, , ,B,B1Iape,v,, ,0.49, ,-0.56, ,-26.0,57.0,, ,-0.2961823740634382,0.015184364492350668,253.49874999999997,-42.36222222222222
6263,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.54916667, -41.85027778)>",343.45,1.16,"<SkyCoord (Galactic): (l, b) in deg
    (343.45, 1.16)>",6.45, , ,O,O9Ib, ,, ,0.2, ,-0.74, ,-24.0,100.0,, ,-0.2888519912050617,0.020245819323134222,253.54916666666662,-41.85027777777778
6264,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.65041667, 41.89666667)>",66.29,39.63,"<SkyCoord (Galactic): (l, b) in deg
    (66.29, 39.63)>",6.29, , ,K,gK3, ,, ,1.08, ,, ,-37.0,,, ,1.1569787611470412,0.6916739825653528,252.65041666666664,41.89666666666667
6265,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.58166667, -41.82)>",343.49,1.16,"<SkyCoord (Galactic): (l, b) in deg
    (343.49, 1.16)>",6.59, , ,W,WC7+O5-8, ,0.33, ,0.21, ,-0.54, ,-44.0,,, ,-0.28815385950426364,0.020245819323134222,253.5816666666666,-41.82
6266,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.61208333, -42.47888889)>",342.99,0.73,"<SkyCoord (Galactic): (l, b) in deg
    (342.99, 0.73)>",5.88, , ,F,F5Ib-II, ,, ,0.64, ,0.22, ,-24.0,,, ,-0.2968805057642353,0.012740903539558606,253.6120833333333,-42.47888888888889
6267,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (250.775, 77.51416667)>",110.29,33.19,"<SkyCoord (Galactic): (l, b) in deg
    (110.29, 33.19)>",5.98, , ,F,F4V, ,, ,0.42, ,-0.05, ,7.0,,0.03, ,1.9249236320245462,0.5792747787369179,250.77499999999992,77.51416666666667
6268, 49    Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.02041667, 14.97416667)>",33.67,33.07,"<SkyCoord (Galactic): (l, b) in deg
    (33.67, 33.07)>",6.52, , ,B,B9.5pCr:, ,, ,-0.05, ,-0.07, ,-23.0,,, ,0.5876523591464908,0.5771803836345248,253.02041666666668,14.974166666666667
6269,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.355, -20.41555556)>",0.37,14.58,"<SkyCoord (Galactic): (l, b) in deg
    (0.37, 14.58)>",5.88, , ,G,G3V, ,, ,0.68, ,, ,-17.0,,, ,0.006457718232379019,0.25446900494077324,253.355,-20.415555555555553
6270, 51    Her,Her,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.93875, 24.65638889)>",44.73,36.42,"<SkyCoord (Galactic): (l, b) in deg
    (44.73, 36.42)>",5.04, , ,K,K0.5IIIaCa0.5, ,0.61, ,1.25, ,1.29, ,-16.0,,0.01, ,0.7806857744170635,0.6356489135763349,252.93874999999997,24.656388888888888
6271,   Zet2Sco,Sco,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.64583333, -42.36138889)>",343.1,0.79,"<SkyCoord (Galactic): (l, b) in deg
    (343.1, 0.79)>",3.62, , ,K,K4III, ,0.68, ,1.37, ,1.65, ,-19.0,,0.028, ,-0.29496064358704127,0.013788101090755204,253.6458333333333,-42.36138888888889
6272,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.74333333, -41.15111111)>",344.08,1.49,"<SkyCoord (Galactic): (l, b) in deg
    (344.08, 1.49)>",5.77, , ,O,O8:Iafpe, ,, ,0.15, ,-0.75, ,-140.0,140.0,, ,-0.2778564169174975,0.02600540585471551,253.74333333333328,-41.151111111111106
6273,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (253.65, -30.58722222)>",352.31,8.16,"<SkyCoord (Galactic): (l, b) in deg
    (352.31, 8.16)>",6.35, , ,A,A7IIIm:, ,0.11, ,0.21, ,0.17, ,1.0,,, ,-0.1342158194783639,0.14241886696273728,253.64999999999998,-30.58722222222222
